clock,pid,pname,event_name,pstate_prev,pstate_next,cpu
0000000159A7D5C0,3,bufwrite,2,4,3,7
0000000159B0B540,3,bufwrite,4,3,4,7
000000015A892DC0,4,bufwrite,3,1,3,7
000000015A8A5CC0,4,bufwrite,4,3,4,2
000000015A909340,4,bufwrite,2,4,3,2
000000015A969980,4,bufwrite,4,3,4,2
000000015A9BAA40,4,bufwrite,2,4,3,2
000000015AA11F80,4,bufwrite,4,3,4,2
000000015AA4C140,4,bufwrite,2,4,3,2
000000015AAAF560,4,bufwrite,4,3,4,2
000000015AAFB380,4,bufwrite,2,4,3,2
000000015AB4DB00,4,bufwrite,4,3,4,2
000000015AB8BDA0,4,bufwrite,2,4,3,2
000000015ABE9380,4,bufwrite,4,3,4,2
000000015AC30100,4,bufwrite,2,4,3,2
000000015AC82720,4,bufwrite,4,3,4,2
000000015ACBE140,4,bufwrite,2,4,3,2
000000015AD03E80,4,bufwrite,4,3,4,2
000000015AD47EE0,4,bufwrite,2,4,3,2
000000015AD91C40,4,bufwrite,4,3,4,2
000000015ADC8C80,4,bufwrite,2,4,3,2
000000015AE241A0,4,bufwrite,4,3,4,2
000000015AE5CBA0,4,bufwrite,2,4,3,2
000000015AE99300,4,bufwrite,4,3,4,2
000000015AECCEE0,4,bufwrite,2,4,3,2
000000015AF274A0,4,bufwrite,4,3,4,2
000000015AF64880,4,bufwrite,2,4,3,2
000000015AFB6A60,4,bufwrite,4,3,4,2
000000015AFEEAC0,4,bufwrite,2,4,3,2
000000015B03A900,4,bufwrite,4,3,4,2
000000015B07BB40,4,bufwrite,2,4,3,2
000000015B0CF900,4,bufwrite,4,3,4,2
000000015B1047A0,4,bufwrite,2,4,3,2
000000015B14B880,4,bufwrite,4,3,4,2
000000015B1902E0,4,bufwrite,2,4,3,2
000000015B1AEE00,5,bufwrite,3,1,3,7
000000015B1E2A20,5,bufwrite,4,3,4,3
000000015B1FAEC0,4,bufwrite,4,3,4,2
000000015B22C7C0,4,bufwrite,2,4,3,2
000000015B24D4E0,5,bufwrite,2,4,3,3
000000015B289F20,4,bufwrite,4,3,4,2
000000015B2B3700,5,bufwrite,4,3,4,3
000000015B2BF300,4,bufwrite,2,4,3,2
000000015B3103C0,5,bufwrite,2,4,3,3
000000015B316080,4,bufwrite,4,3,4,2
