clock,pid,pname,event_name,pstate_prev,pstate_next,cpu
000000017E2DE860,3,bufwrite,2,4,3,6
000000017E3681E0,3,bufwrite,4,3,4,4
000000017EB552A0,4,bufwrite,3,1,3,4
000000017EB6A460,4,bufwrite,4,3,4,2
000000017EBB1940,4,bufwrite,2,4,3,2
000000017EBFF080,4,bufwrite,4,3,4,5
000000017EC59C40,4,bufwrite,2,4,3,5
000000017ECBF2A0,4,bufwrite,4,3,4,5
000000017ECF2600,4,bufwrite,2,4,3,5
000000017ED52820,4,bufwrite,4,3,4,3
000000017ED85920,4,bufwrite,2,4,3,3
000000017EDD4EE0,4,bufwrite,4,3,4,2
000000017EE138E0,4,bufwrite,2,4,3,2
000000017EE76980,4,bufwrite,4,3,4,3
000000017EEAD960,4,bufwrite,2,4,3,3
000000017EF05DA0,4,bufwrite,4,3,4,0
000000017EF512C0,4,bufwrite,2,4,3,0
000000017EFC69C0,4,bufwrite,4,3,4,0
000000017EFFC6E0,4,bufwrite,2,4,3,0
000000017F085160,4,bufwrite,4,3,4,0
000000017F0D64E0,4,bufwrite,2,4,3,0
000000017F13D680,4,bufwrite,4,3,4,0
000000017F189140,4,bufwrite,2,4,3,0
000000017F200CC0,4,bufwrite,4,3,4,0
000000017F240B40,4,bufwrite,2,4,3,0
000000017F2B5EE0,4,bufwrite,4,3,4,0
000000017F2F2F40,4,bufwrite,2,4,3,0
000000017F373380,4,bufwrite,4,3,4,0
000000017F3BB2E0,4,bufwrite,2,4,3,0
000000017F3C73C0,5,bufwrite,3,1,3,4
000000017F419860,4,bufwrite,4,3,4,0
000000017F420CE0,5,bufwrite,4,3,4,6
000000017F458520,4,bufwrite,2,4,3,0
000000017F465D60,5,bufwrite,2,4,3,6
000000017F4CEB20,4,bufwrite,4,3,4,0
000000017F4E64A0,4,bufwrite,2,4,3,0
000000017F52CD40,4,bufwrite,4,3,4,0
000000017F5303C0,5,bufwrite,4,3,4,5
000000017F577CA0,4,bufwrite,2,4,3,0
000000017F57D960,5,bufwrite,2,4,3,5
000000017F5F0540,5,bufwrite,4,3,4,5
000000017F600180,4,bufwrite,4,3,4,0
000000017F6264A0,5,bufwrite,2,4,3,5
000000017F654000,4,bufwrite,2,4,3,0
000000017F6959E0,5,bufwrite,4,3,4,2
000000017F6BE160,4,bufwrite,4,3,4,0
000000017F6C59A0,5,bufwrite,2,4,3,2
000000017F7092E0,4,bufwrite,2,4,3,0
000000017F74F960,4,bufwrite,4,3,4,0
000000017F7628C0,5,bufwrite,4,3,4,5
000000017F78F400,5,bufwrite,2,4,3,5
000000017F7908E0,4,bufwrite,2,4,3,0
000000017F7E04A0,5,bufwrite,4,3,4,1
000000017F7FAA40,4,bufwrite,4,3,4,0
000000017F816F60,5,bufwrite,2,4,3,1
000000017F8368C0,4,bufwrite,2,4,3,0
000000017F87F4E0,5,bufwrite,4,3,4,2
000000017F8BAAA0,5,bufwrite,2,4,3,2
000000017F903300,4,bufwrite,4,3,4,0
000000017F90BD20,5,bufwrite,4,3,4,1
000000017F92EAE0,4,bufwrite,2,4,3,0
000000017F94C8E0,5,bufwrite,2,4,3,1
000000017F99F5E0,4,bufwrite,4,3,4,0
000000017F9B6640,4,bufwrite,2,4,3,0
000000017F9DF7E0,5,bufwrite,4,3,4,5
000000017FA06AC0,4,bufwrite,4,3,4,0
000000017FA0FB40,5,bufwrite,2,4,3,5
000000017FA42620,4,bufwrite,2,4,3,0
000000017FA949C0,4,bufwrite,4,3,4,0
000000017FAB3B20,5,bufwrite,4,3,4,7
000000017FACF760,4,bufwrite,2,4,3,0
000000017FB28DC0,5,bufwrite,2,4,3,7
000000017FB54D40,4,bufwrite,4,3,4,0
000000017FB94640,5,bufwrite,4,3,4,1
000000017FBA2140,4,bufwrite,2,4,3,0
000000017FBD4D60,5,bufwrite,2,4,3,1
000000017FC0A700,6,bufwrite,3,1,3,4
000000017FC4A6E0,5,bufwrite,4,3,4,1
000000017FC58B60,4,bufwrite,4,3,4,0
000000017FC7B580,5,bufwrite,2,4,3,1
000000017FC81CE0,6,bufwrite,4,3,4,2
000000017FC8EA40,4,bufwrite,2,4,3,0
000000017FCB4D00,6,bufwrite,2,4,3,2
000000017FCD73C0,5,bufwrite,4,3,4,3
000000017FCFC900,5,bufwrite,2,4,3,3
000000017FCFF340,6,bufwrite,4,3,4,2
000000017FD02A20,4,bufwrite,4,3,4,0
000000017FD3B7E0,4,bufwrite,2,4,3,0
000000017FD49D60,6,bufwrite,2,4,3,2
000000017FD5FB80,5,bufwrite,4,3,4,1
000000017FDA7700,5,bufwrite,2,4,3,1
000000017FDB0DE0,6,bufwrite,4,3,4,2
000000017FDB6060,4,bufwrite,4,3,4,0
000000017FDDD800,6,bufwrite,2,4,3,2
000000017FDEB000,4,bufwrite,2,4,3,0
000000017FDED400,5,bufwrite,4,3,4,6
000000017FE0BD00,5,bufwrite,2,4,3,6
000000017FE2CD40,6,bufwrite,4,3,4,1
000000017FE714A0,4,bufwrite,4,3,4,0
000000017FE744C0,6,bufwrite,2,4,3,1
000000017FE76D60,5,bufwrite,4,3,4,6
000000017FEA48E0,4,bufwrite,2,4,3,0
000000017FEA6E80,5,bufwrite,2,4,3,6
000000017FEE9320,4,bufwrite,4,3,4,0
000000017FEEFE60,6,bufwrite,4,3,4,2
000000017FF00D60,5,bufwrite,4,3,4,6
000000017FF24C60,4,bufwrite,2,4,3,0
000000017FF2A900,6,bufwrite,2,4,3,2
000000017FF354A0,5,bufwrite,2,4,3,6
000000017FFA8CC0,4,bufwrite,4,3,4,0
000000017FFB3640,6,bufwrite,4,3,4,2
000000017FFB89A0,3,bufwrite,2,4,3,4
000000017FFC7D40,4,bufwrite,2,4,3,0
000000017FFCC5E0,6,bufwrite,2,4,3,2
000000017FFCDE60,5,bufwrite,4,3,4,6
000000017FFFFDE0,5,bufwrite,2,4,3,6
00000001800192C0,3,bufwrite,4,3,4,1
0000000180066FC0,6,bufwrite,4,3,4,2
00000001800751C0,4,bufwrite,4,3,4,0
0000000180084C00,6,bufwrite,2,4,3,2
000000018009E260,5,bufwrite,4,3,4,5
00000001800B4C60,4,bufwrite,2,4,3,0
00000001800BF720,5,bufwrite,2,4,3,5
00000001800FE4A0,5,bufwrite,4,3,4,5
000000018010DB20,6,bufwrite,4,3,4,7
000000018012E040,4,bufwrite,4,3,4,0
0000000180145680,5,bufwrite,2,4,3,5
000000018016DEA0,6,bufwrite,2,4,3,7
000000018016E1A0,4,bufwrite,2,4,3,0
00000001801A6400,5,bufwrite,4,3,4,5
00000001801BD280,4,bufwrite,4,3,4,0
