clock,pid,pname,event_name,pstate_prev,pstate_next,cpu
00000001F2AD7E40,35,bufwrite,2,4,3,3
00000001F2B14480,7,bufwrite,2,4,3,3
00000001F2B1B760,6,bufwrite,4,3,4,4
00000001F2B2A120,6,bufwrite,2,4,3,4
00000001F2B2FCA0,8,bufwrite,4,3,4,3
00000001F2B3F100,8,bufwrite,2,4,3,3
00000001F2B4F220,18,bufwrite,4,3,4,2
00000001F2B5D360,18,bufwrite,2,4,3,2
00000001F2B61D40,22,bufwrite,4,3,4,1
00000001F2B6FE80,22,bufwrite,2,4,3,1
00000001F2B74F00,21,bufwrite,4,3,4,6
00000001F2B81E40,4,bufwrite,4,3,4,7
00000001F2B83A80,21,bufwrite,2,4,3,6
00000001F2B98B20,4,bufwrite,2,4,3,7
00000001F2B9AC40,29,bufwrite,4,3,4,0
00000001F2BA93A0,29,bufwrite,2,4,3,0
00000001F2BAE660,7,bufwrite,4,3,4,4
00000001F2BBC240,7,bufwrite,2,4,3,4
00000001F2BC0AA0,19,bufwrite,4,3,4,2
00000001F2BCF380,19,bufwrite,2,4,3,2
00000001F2BD64A0,5,bufwrite,4,3,4,7
00000001F2BE6B40,5,bufwrite,2,4,3,7
00000001F2BE9A60,9,bufwrite,4,3,4,4
00000001F2BF79C0,9,bufwrite,2,4,3,4
00000001F2C05FE0,20,bufwrite,4,3,4,2
00000001F2C14A40,20,bufwrite,2,4,3,2
00000001F2C18DA0,23,bufwrite,4,3,4,6
00000001F2C26FC0,23,bufwrite,2,4,3,6
00000001F2C2B620,21,bufwrite,4,3,4,2
00000001F2C39780,21,bufwrite,2,4,3,2
00000001F2C3E1A0,24,bufwrite,4,3,4,6
00000001F2C4C300,24,bufwrite,2,4,3,6
00000001F2C50080,30,bufwrite,4,3,4,0
00000001F2C5BF40,4,bufwrite,4,3,4,5
00000001F2C5D460,30,bufwrite,2,4,3,0
00000001F2C6BBE0,4,bufwrite,2,4,3,5
00000001F2C6F3A0,10,bufwrite,4,3,4,3
00000001F2C7DBC0,10,bufwrite,2,4,3,3
00000001F2C81E20,23,bufwrite,4,3,4,2
00000001F2C8F920,23,bufwrite,2,4,3,2
00000001F2C942E0,31,bufwrite,4,3,4,0
00000001F2CA1640,31,bufwrite,2,4,3,0
00000001F2CA66C0,25,bufwrite,4,3,4,1
00000001F2CB3B40,25,bufwrite,2,4,3,1
00000001F2CB8600,26,bufwrite,4,3,4,2
00000001F2CC5F20,26,bufwrite,2,4,3,2
00000001F2CCA7E0,11,bufwrite,4,3,4,4
00000001F2CD8620,11,bufwrite,2,4,3,4
00000001F2CDCB80,27,bufwrite,4,3,4,6
00000001F2CEB4E0,27,bufwrite,2,4,3,6
00000001F2CF1DA0,6,bufwrite,4,3,4,7
00000001F2D01C00,6,bufwrite,2,4,3,7
00000001F2D04C80,12,bufwrite,4,3,4,4
00000001F2D129A0,12,bufwrite,2,4,3,4
00000001F2D16FA0,28,bufwrite,4,3,4,1
00000001F2D24680,28,bufwrite,2,4,3,1
00000001F2D290A0,13,bufwrite,4,3,4,4
00000001F2D374C0,13,bufwrite,2,4,3,4
00000001F2D3E9E0,7,bufwrite,4,3,4,7
00000001F2D4E9A0,7,bufwrite,2,4,3,7
00000001F2D519E0,32,bufwrite,4,3,4,0
00000001F2D5F2E0,32,bufwrite,2,4,3,0
00000001F2D64600,14,bufwrite,4,3,4,4
00000001F2D72D20,14,bufwrite,2,4,3,4
00000001F2D799E0,8,bufwrite,4,3,4,7
00000001F2D8A040,8,bufwrite,2,4,3,7
00000001F2D8D020,29,bufwrite,4,3,4,6
00000001F2D9B100,29,bufwrite,2,4,3,6
00000001F2D9F0A0,30,bufwrite,4,3,4,1
00000001F2DAC8A0,30,bufwrite,2,4,3,1
00000001F2DB1440,31,bufwrite,4,3,4,6
00000001F2DBFEE0,31,bufwrite,2,4,3,6
00000001F2DC6180,9,bufwrite,4,3,4,7
00000001F2DD5EC0,9,bufwrite,2,4,3,7
00000001F2DD8740,33,bufwrite,4,3,4,0
00000001F2DE6200,33,bufwrite,2,4,3,0
00000001F2DEAD20,15,bufwrite,4,3,4,4
00000001F2DF9FA0,15,bufwrite,2,4,3,4
00000001F2DFD180,34,bufwrite,4,3,4,0
00000001F2E0D680,34,bufwrite,2,4,3,0
00000001F2E101E0,27,bufwrite,4,3,4,2
00000001F2E1DAE0,27,bufwrite,2,4,3,2
00000001F2E223C0,32,bufwrite,4,3,4,1
00000001F2E2F780,32,bufwrite,2,4,3,1
00000001F2E346A0,35,bufwrite,4,3,4,0
00000001F2E40D80,35,bufwrite,2,4,3,0
00000001F2E46A80,28,bufwrite,4,3,4,2
00000001F2E550A0,28,bufwrite,2,4,3,2
00000001F2E5C7A0,11,bufwrite,4,3,4,7
00000001F2E6CC60,11,bufwrite,2,4,3,7
00000001F2E6F640,29,bufwrite,4,3,4,2
00000001F2E7D620,29,bufwrite,2,4,3,2
00000001F2E8FA20,12,bufwrite,4,3,4,3
00000001F2E9A980,5,bufwrite,4,3,4,0
00000001F2E9D400,12,bufwrite,2,4,3,3
00000001F2EA8060,5,bufwrite,2,4,3,0
00000001F2EB27E0,6,bufwrite,4,3,4,5
00000001F2EC0CC0,6,bufwrite,2,4,3,5
00000001F2EC4BE0,33,bufwrite,4,3,4,6
00000001F2ED2A80,33,bufwrite,2,4,3,6
00000001F2ED6A00,7,bufwrite,4,3,4,0
00000001F2EE3D40,7,bufwrite,2,4,3,0
00000001F2EE88A0,30,bufwrite,4,3,4,2
00000001F2EF6840,30,bufwrite,2,4,3,2
00000001F2EFB420,13,bufwrite,4,3,4,3
00000001F2F08A40,13,bufwrite,2,4,3,3
00000001F2F0D9E0,12,bufwrite,4,3,4,7
00000001F2F1BDA0,12,bufwrite,2,4,3,7
00000001F2F202C0,14,bufwrite,4,3,4,3
00000001F2F2D880,14,bufwrite,2,4,3,3
00000001F2F32040,8,bufwrite,4,3,4,0
00000001F2F3FBC0,8,bufwrite,2,4,3,0
00000001F2F44440,16,bufwrite,4,3,4,4
00000001F2F51CA0,16,bufwrite,2,4,3,4
00000001F2F56600,15,bufwrite,4,3,4,3
00000001F2F64200,15,bufwrite,2,4,3,3
00000001F2F682E0,34,bufwrite,4,3,4,1
00000001F2F75AA0,34,bufwrite,2,4,3,1
00000001F2F7AB40,35,bufwrite,4,3,4,6
