clock,pid,pname,event_name,pstate_prev,pstate_next,cpu
00000001CA281760,4,bufwrite,4,1,4,1
00000001CA2F59E0,3,bufwrite,4,3,4,6
00000001CA305A80,4,bufwrite,2,4,3,1
00000001CA30B9C0,4,bufwrite,3,4,3,6
00000001CA36CBE0,4,bufwrite,4,3,4,0
00000001CA3D17C0,4,bufwrite,2,4,3,0
00000001CA4417E0,4,bufwrite,4,3,4,0
00000001CA469060,4,bufwrite,2,4,3,0
00000001CA4B5360,4,bufwrite,4,3,4,0
00000001CA4E5180,4,bufwrite,2,4,3,0
00000001CA51D2E0,3,bufwrite,2,4,3,6
00000001CA550100,4,bufwrite,4,3,4,0
00000001CA564CC0,3,bufwrite,4,3,4,3
00000001CA568700,4,bufwrite,2,4,3,0
00000001CA5B1860,4,bufwrite,4,3,4,0
00000001CA5E0700,4,bufwrite,2,4,3,0
00000001CA62FF80,4,bufwrite,4,3,4,0
00000001CA677EC0,4,bufwrite,2,4,3,0
00000001CA6B46E0,4,bufwrite,4,3,4,0
00000001CA6DD4E0,4,bufwrite,2,4,3,0
00000001CA725E80,4,bufwrite,4,3,4,0
00000001CA753800,4,bufwrite,2,4,3,0
00000001CA79BA00,4,bufwrite,4,3,4,0
00000001CA7C3DE0,4,bufwrite,2,4,3,0
00000001CA80FAC0,4,bufwrite,4,3,4,0
00000001CA848DE0,4,bufwrite,2,4,3,0
00000001CA8969C0,4,bufwrite,4,3,4,0
00000001CA8BD9E0,4,bufwrite,2,4,3,0
00000001CA906A40,4,bufwrite,4,3,4,0
00000001CA92EB80,4,bufwrite,2,4,3,0
00000001CA96D8E0,4,bufwrite,4,3,4,0
00000001CA9963A0,4,bufwrite,2,4,3,0
00000001CA9DB380,4,bufwrite,4,3,4,0
00000001CAA0FBC0,4,bufwrite,2,4,3,0
00000001CAA46AE0,4,bufwrite,4,3,4,0
00000001CAA77D60,4,bufwrite,2,4,3,0
00000001CAAB2120,4,bufwrite,4,3,4,0
00000001CAAD6FE0,4,bufwrite,2,4,3,0
00000001CAB11E00,4,bufwrite,4,3,4,0
00000001CAB30360,4,bufwrite,2,4,3,0
00000001CAB7B480,4,bufwrite,4,3,4,0
00000001CABAF900,4,bufwrite,2,4,3,0
00000001CABEC760,4,bufwrite,4,3,4,0
00000001CAC1CDA0,4,bufwrite,2,4,3,0
00000001CAC4E720,5,bufwrite,3,1,3,3
00000001CAC56DA0,4,bufwrite,4,3,4,0
00000001CAC7BE00,4,bufwrite,2,4,3,0
00000001CAC9D420,4,bufwrite,4,3,4,0
00000001CACB1E00,5,bufwrite,4,3,4,1
00000001CACC6620,4,bufwrite,2,4,3,0
00000001CACFAA20,5,bufwrite,2,4,3,1
00000001CACFD6E0,4,bufwrite,4,3,4,0
00000001CAD29840,4,bufwrite,2,4,3,0
00000001CAD52800,4,bufwrite,4,3,4,0
00000001CAD6CCA0,4,bufwrite,2,4,3,0
00000001CAD725C0,5,bufwrite,4,3,4,6
00000001CAD94900,4,bufwrite,4,3,4,0
00000001CADB5D80,5,bufwrite,2,4,3,6
00000001CADBFE20,4,bufwrite,2,4,3,0
00000001CADF5B20,5,bufwrite,4,3,4,1
00000001CADFAD00,4,bufwrite,4,3,4,0
00000001CAE289A0,4,bufwrite,2,4,3,0
00000001CAE2D0E0,5,bufwrite,2,4,3,1
00000001CAE5FDC0,4,bufwrite,4,3,4,0
00000001CAE6B420,5,bufwrite,4,3,4,7
00000001CAE87F00,4,bufwrite,2,4,3,0
00000001CAE9DD80,5,bufwrite,2,4,3,7
00000001CAED5D40,4,bufwrite,4,3,4,0
00000001CAEE5BA0,4,bufwrite,2,4,3,0
00000001CAEED080,5,bufwrite,4,3,4,4
00000001CAF2D260,4,bufwrite,4,3,4,0
00000001CAF2EB20,5,bufwrite,2,4,3,4
00000001CAF543E0,4,bufwrite,2,4,3,0
00000001CAF9FAC0,4,bufwrite,4,3,4,0
00000001CAFA2DC0,5,bufwrite,4,3,4,1
00000001CAFDDE60,4,bufwrite,2,4,3,0
00000001CAFE2F00,5,bufwrite,2,4,3,1
00000001CB0181A0,4,bufwrite,4,3,4,0
00000001CB030940,5,bufwrite,4,3,4,6
00000001CB03DA20,4,bufwrite,2,4,3,0
00000001CB052D40,5,bufwrite,2,4,3,6
00000001CB0929A0,4,bufwrite,4,3,4,0
00000001CB0AA320,5,bufwrite,4,3,4,2
00000001CB0BC020,4,bufwrite,2,4,3,0
00000001CB0D3900,5,bufwrite,2,4,3,2
00000001CB10E360,4,bufwrite,4,3,4,0
00000001CB1233C0,5,bufwrite,4,3,4,4
00000001CB13CE60,4,bufwrite,2,4,3,0
00000001CB17BAA0,5,bufwrite,2,4,3,4
00000001CB17F740,4,bufwrite,4,3,4,0
00000001CB1A72A0,4,bufwrite,2,4,3,0
00000001CB1C5260,5,bufwrite,4,3,4,1
00000001CB1DAC80,4,bufwrite,4,3,4,0
00000001CB1F5B40,5,bufwrite,2,4,3,1
00000001CB212760,4,bufwrite,2,4,3,0
00000001CB22A780,5,bufwrite,4,3,4,7
00000001CB2340E0,4,bufwrite,4,3,4,0
00000001CB25ADE0,5,bufwrite,2,4,3,7
00000001CB2610C0,4,bufwrite,2,4,3,0
00000001CB2A3880,4,bufwrite,4,3,4,0
00000001CB2A8DE0,5,bufwrite,4,3,4,7
00000001CB2C6480,4,bufwrite,2,4,3,0
00000001CB2CE240,5,bufwrite,2,4,3,7
00000001CB306040,4,bufwrite,4,3,4,0
00000001CB321C20,4,bufwrite,2,4,3,0
00000001CB326780,5,bufwrite,4,3,4,6
