clock,pid,pname,event_name,pstate_prev,pstate_next,cpu
0000000144053220,3,bufwrite,2,4,3,2
000000014409B260,3,bufwrite,4,3,4,1
0000000144E1C780,4,bufwrite,3,1,3,1
0000000144E288A0,4,bufwrite,4,3,4,5
0000000144E77D40,4,bufwrite,2,4,3,5
0000000144EA1300,4,bufwrite,4,3,4,4
0000000144EDA500,4,bufwrite,2,4,3,4
0000000144EF6840,4,bufwrite,4,3,4,2
0000000144F0CF80,4,bufwrite,2,4,3,2
0000000144F3BBC0,4,bufwrite,4,3,4,7
0000000144F50E20,4,bufwrite,2,4,3,7
0000000144F708E0,4,bufwrite,4,3,4,0
0000000144F83460,4,bufwrite,2,4,3,0
0000000144F9BD20,4,bufwrite,4,3,4,2
0000000144FB0DE0,4,bufwrite,2,4,3,2
0000000144FCF440,4,bufwrite,4,3,4,6
0000000144FEB860,4,bufwrite,2,4,3,6
0000000145010B60,4,bufwrite,4,3,4,3
000000014502A260,4,bufwrite,2,4,3,3
0000000145047700,4,bufwrite,4,3,4,5
000000014505C540,4,bufwrite,2,4,3,5
000000014507CFC0,4,bufwrite,4,3,4,2
00000001450956C0,4,bufwrite,2,4,3,2
00000001450B9F60,4,bufwrite,4,3,4,4
00000001450D0700,4,bufwrite,2,4,3,4
00000001450EA400,4,bufwrite,4,3,4,5
00000001450FBF00,4,bufwrite,2,4,3,5
0000000145124A60,4,bufwrite,4,3,4,3
0000000145136660,4,bufwrite,2,4,3,3
0000000145156880,4,bufwrite,4,3,4,0
0000000145165720,4,bufwrite,2,4,3,0
00000001451876E0,4,bufwrite,4,3,4,5
000000014519AB00,4,bufwrite,2,4,3,5
00000001451BFF60,4,bufwrite,4,3,4,6
00000001451D6CC0,4,bufwrite,2,4,3,6
000000014521FAA0,4,bufwrite,4,3,4,4
0000000145233520,4,bufwrite,2,4,3,4
0000000145259DE0,4,bufwrite,4,3,4,7
000000014526F900,4,bufwrite,2,4,3,7
0000000145292660,4,bufwrite,4,3,4,4
00000001452A74E0,4,bufwrite,2,4,3,4
00000001452C2D40,4,bufwrite,4,3,4,3
00000001452D9380,4,bufwrite,2,4,3,3
00000001452F6160,4,bufwrite,4,3,4,6
000000014530EB80,4,bufwrite,2,4,3,6
0000000145338360,4,bufwrite,4,3,4,7
000000014534EA40,4,bufwrite,2,4,3,7
0000000145370E60,4,bufwrite,4,3,4,6
0000000145388220,4,bufwrite,2,4,3,6
00000001453A6C60,4,bufwrite,4,3,4,2
00000001453BACE0,4,bufwrite,2,4,3,2
00000001453D1D20,4,bufwrite,4,3,4,0
00000001453EA480,4,bufwrite,2,4,3,0
0000000145406740,4,bufwrite,4,3,4,5
0000000145419640,4,bufwrite,2,4,3,5
0000000145459080,4,bufwrite,4,3,4,6
000000014546D400,4,bufwrite,2,4,3,6
0000000145497220,4,bufwrite,4,3,4,4
00000001454A8F40,4,bufwrite,2,4,3,4
00000001454E0BA0,4,bufwrite,4,3,4,7
00000001454F2740,4,bufwrite,2,4,3,7
0000000145512FA0,4,bufwrite,4,3,4,3
0000000145527960,4,bufwrite,2,4,3,3
00000001455440A0,4,bufwrite,4,3,4,7
0000000145556EC0,4,bufwrite,2,4,3,7
0000000145571B80,4,bufwrite,4,3,4,3
00000001455844C0,4,bufwrite,2,4,3,3
00000001455A4080,4,bufwrite,4,3,4,6
00000001455BD440,4,bufwrite,2,4,3,6
00000001455D5380,4,bufwrite,4,3,4,7
00000001455E7680,4,bufwrite,2,4,3,7
0000000145609DA0,4,bufwrite,4,3,4,3
000000014561E080,4,bufwrite,2,4,3,3
0000000145638380,4,bufwrite,4,3,4,5
0000000145649820,4,bufwrite,2,4,3,5
0000000145671C60,4,bufwrite,4,3,4,4
000000014568A660,4,bufwrite,2,4,3,4
00000001456A6760,4,bufwrite,4,3,4,3
00000001456BE2C0,4,bufwrite,2,4,3,3
00000001456DDD60,4,bufwrite,4,3,4,7
00000001456F2CE0,4,bufwrite,2,4,3,7
0000000145713FA0,4,bufwrite,4,3,4,0
000000014572B680,4,bufwrite,2,4,3,0
00000001457571A0,4,bufwrite,4,3,4,7
000000014576D640,4,bufwrite,2,4,3,7
0000000145786900,4,bufwrite,4,3,4,6
000000014579C920,4,bufwrite,2,4,3,6
00000001457E2AA0,4,bufwrite,4,3,4,0
00000001457F3340,5,bufwrite,3,1,3,1
00000001457F3C00,4,bufwrite,2,4,3,0
0000000145801C00,5,bufwrite,4,3,4,7
00000001458234A0,4,bufwrite,4,3,4,6
0000000145839C20,4,bufwrite,2,4,3,6
000000014583DF20,5,bufwrite,2,4,3,7
0000000145864AE0,5,bufwrite,4,3,4,2
000000014587F3C0,4,bufwrite,4,3,4,3
000000014588A2A0,5,bufwrite,2,4,3,2
000000014589B360,4,bufwrite,2,4,3,3
00000001458ACA00,5,bufwrite,4,3,4,5
00000001458BBE20,5,bufwrite,2,4,3,5
00000001458C2B20,4,bufwrite,4,3,4,7
00000001458D6BC0,4,bufwrite,2,4,3,7
00000001458E47C0,5,bufwrite,4,3,4,4
00000001458F4F60,5,bufwrite,2,4,3,4
00000001458FFC20,4,bufwrite,4,3,4,0
0000000145910380,4,bufwrite,2,4,3,0
000000014591D6E0,5,bufwrite,4,3,4,7
0000000145935560,5,bufwrite,2,4,3,7
000000014593E540,4,bufwrite,4,3,4,6
000000014594FEE0,4,bufwrite,2,4,3,6
000000014595CA20,5,bufwrite,4,3,4,2
000000014596E360,5,bufwrite,2,4,3,2
000000014597BE00,4,bufwrite,4,3,4,7
000000014598BB40,4,bufwrite,2,4,3,7
0000000145997820,5,bufwrite,4,3,4,4
00000001459AB780,5,bufwrite,2,4,3,4
00000001459B9260,4,bufwrite,4,3,4,3
00000001459CD100,4,bufwrite,2,4,3,3
00000001459DA820,5,bufwrite,4,3,4,6
00000001459EE140,5,bufwrite,2,4,3,6
00000001459F6FE0,4,bufwrite,4,3,4,7
0000000145A09580,4,bufwrite,2,4,3,7
0000000145A1FC20,5,bufwrite,4,3,4,7
0000000145A2B000,4,bufwrite,4,3,4,6
0000000145A2EB00,5,bufwrite,2,4,3,7
0000000145A42E00,4,bufwrite,2,4,3,6
0000000145A52C60,5,bufwrite,4,3,4,5
0000000145A62940,5,bufwrite,2,4,3,5
0000000145A68440,4,bufwrite,4,3,4,0
0000000145A794A0,4,bufwrite,2,4,3,0
0000000145A85900,5,bufwrite,4,3,4,6
0000000145A986C0,5,bufwrite,2,4,3,6
0000000145AA4300,4,bufwrite,4,3,4,3
0000000145AB6080,4,bufwrite,2,4,3,3
0000000145AC5560,5,bufwrite,4,3,4,2
0000000145AD6200,5,bufwrite,2,4,3,2
0000000145AF0A60,4,bufwrite,4,3,4,4
0000000145AFCAE0,5,bufwrite,4,3,4,0
0000000145AFFA40,4,bufwrite,2,4,3,4
0000000145B10F60,5,bufwrite,2,4,3,0
0000000145B2AA60,4,bufwrite,4,3,4,7
0000000145B366E0,5,bufwrite,4,3,4,4
0000000145B3A860,4,bufwrite,2,4,3,7
0000000145B4CE40,5,bufwrite,2,4,3,4
0000000145B6A3C0,3,bufwrite,2,4,3,1
0000000145B76220,4,bufwrite,4,3,4,5
0000000145B84BC0,4,bufwrite,2,4,3,5
0000000145B98520,5,bufwrite,4,3,4,1
0000000145BA34E0,3,bufwrite,4,3,4,2
0000000145BA5A60,5,bufwrite,2,4,3,1
0000000145BBE400,5,bufwrite,4,3,4,0
0000000145BCDD40,5,bufwrite,2,4,3,0
0000000145BDB1A0,4,bufwrite,4,3,4,6
0000000145BEAAE0,4,bufwrite,2,4,3,6
0000000145BF5520,5,bufwrite,4,3,4,3
0000000145C04720,5,bufwrite,2,4,3,3
0000000145C0D800,4,bufwrite,4,3,4,5
0000000145C1CD00,4,bufwrite,2,4,3,5
0000000145C2C2C0,5,bufwrite,4,3,4,6
0000000145C3B000,5,bufwrite,2,4,3,6
0000000145C40EC0,4,bufwrite,4,3,4,1
0000000145C51DA0,4,bufwrite,2,4,3,1
0000000145C5CA20,5,bufwrite,4,3,4,3
0000000145C6C060,5,bufwrite,2,4,3,3
0000000145C76D00,4,bufwrite,4,3,4,5
0000000145C8A640,4,bufwrite,2,4,3,5
0000000145C94940,5,bufwrite,4,3,4,1
0000000145CA7CA0,5,bufwrite,2,4,3,1
0000000145CB4CC0,4,bufwrite,4,3,4,0
0000000145CC3F00,4,bufwrite,2,4,3,0
0000000145CC9000,5,bufwrite,4,3,4,7
0000000145CDE820,5,bufwrite,2,4,3,7
0000000145CEA820,4,bufwrite,4,3,4,3
0000000145CFCDA0,4,bufwrite,2,4,3,3
0000000145D0FCA0,5,bufwrite,4,3,4,3
0000000145D1BF80,4,bufwrite,4,3,4,5
0000000145D1FB00,5,bufwrite,2,4,3,3
0000000145D301C0,4,bufwrite,2,4,3,5
0000000145D3B1C0,5,bufwrite,4,3,4,0
0000000145D4D600,5,bufwrite,2,4,3,0
0000000145D63A40,4,bufwrite,4,3,4,4
0000000145D79360,4,bufwrite,2,4,3,4
0000000145D97860,5,bufwrite,4,3,4,4
0000000145DA2C40,4,bufwrite,4,3,4,5
0000000145DA5EC0,5,bufwrite,2,4,3,4
0000000145DBA080,4,bufwrite,2,4,3,5
0000000145DC2AE0,5,bufwrite,4,3,4,6
0000000145DD45A0,5,bufwrite,2,4,3,6
0000000145DEA640,4,bufwrite,4,3,4,5
0000000145DF6700,5,bufwrite,4,3,4,4
0000000145DF9F20,4,bufwrite,2,4,3,5
0000000145E09D20,5,bufwrite,2,4,3,4
0000000145E13980,4,bufwrite,4,3,4,7
0000000145E26C40,4,bufwrite,2,4,3,7
0000000145E31D60,5,bufwrite,4,3,4,1
0000000145E41E60,5,bufwrite,2,4,3,1
0000000145E4EC80,4,bufwrite,4,3,4,3
0000000145E5E220,4,bufwrite,2,4,3,3
0000000145E67EC0,5,bufwrite,4,3,4,4
0000000145E79C80,5,bufwrite,2,4,3,4
0000000145E8E220,4,bufwrite,4,3,4,7
0000000145E9AF40,3,bufwrite,2,4,3,2
0000000145EA3500,4,bufwrite,2,4,3,7
0000000145EB6900,5,bufwrite,4,3,4,2
0000000145EC2360,3,bufwrite,4,3,4,6
0000000145EC4360,5,bufwrite,2,4,3,2
0000000145EDBBC0,4,bufwrite,4,3,4,0
0000000145EEEB80,4,bufwrite,2,4,3,0
0000000145F01AA0,5,bufwrite,4,3,4,4
0000000145F131C0,5,bufwrite,2,4,3,4
0000000145F26180,4,bufwrite,4,3,4,5
0000000145F38A80,4,bufwrite,2,4,3,5
0000000145F569C0,4,bufwrite,4,3,4,0
0000000145F652C0,4,bufwrite,2,4,3,0
0000000145F6DA60,5,bufwrite,4,3,4,3
0000000145F7E080,5,bufwrite,2,4,3,3
0000000145F88B40,4,bufwrite,4,3,4,4
0000000145F9EE20,4,bufwrite,2,4,3,4
0000000145FB4B20,5,bufwrite,4,3,4,0
0000000145FC7BE0,5,bufwrite,2,4,3,0
0000000145FD5140,4,bufwrite,4,3,4,3
0000000145FE7F80,4,bufwrite,2,4,3,3
0000000145FF09A0,5,bufwrite,4,3,4,1
0000000146002900,5,bufwrite,2,4,3,1
000000014600C9A0,4,bufwrite,4,3,4,2
000000014601BAC0,4,bufwrite,2,4,3,2
0000000146027120,5,bufwrite,4,3,4,3
0000000146038160,5,bufwrite,2,4,3,3
0000000146041600,4,bufwrite,4,3,4,0
000000014604F460,4,bufwrite,2,4,3,0
0000000146057020,5,bufwrite,4,3,4,7
0000000146068260,5,bufwrite,2,4,3,7
0000000146073800,4,bufwrite,4,3,4,3
00000001460852C0,4,bufwrite,2,4,3,3
0000000146089CC0,5,bufwrite,4,3,4,1
