clock,pid,pname,event_name,pstate_prev,pstate_next,cpu
00000001DD9A0F80,3,bufwrite,2,4,3,2
00000001DF2C06C0,3,bufwrite,4,3,4,1
00000001DF51C940,3,bufwrite,2,4,3,1
00000001E2FC34E0,3,bufwrite,4,3,4,1
00000001E2FDB300,4,bufwrite,3,1,3,1
00000001E3040880,4,bufwrite,4,3,4,2
00000001E323F780,3,bufwrite,2,4,3,1
00000001E3264C40,3,bufwrite,4,3,4,1
00000001E33EE340,5,bufwrite,3,1,3,1
00000001E340DBC0,5,bufwrite,4,3,4,0
00000001E347D400,4,bufwrite,7,4,2,2
00000001E3486360,4,bufwrite,1,2,3,0
00000001E349D720,4,bufwrite,4,3,4,2
00000001E34E8040,4,bufwrite,7,4,2,2
00000001E34FE700,4,bufwrite,1,2,3,0
00000001E351C4E0,4,bufwrite,4,3,4,2
00000001E3529500,4,bufwrite,7,4,2,2
00000001E3530660,4,bufwrite,1,2,3,0
00000001E35454E0,4,bufwrite,4,3,4,2
00000001E35840A0,5,bufwrite,7,4,2,0
00000001E358D360,5,bufwrite,1,2,3,2
00000001E35A7700,5,bufwrite,4,3,4,0
00000001E376BF60,6,bufwrite,3,1,3,1
00000001E3A39280,7,bufwrite,3,1,3,1
00000001E3A45380,3,bufwrite,7,4,2,1
00000001E3A5A2C0,6,bufwrite,4,3,4,1
00000001E4E4A580,5,bufwrite,2,4,3,0
00000001E4E5F4C0,5,bufwrite,4,3,4,0
00000001E509FC20,6,bufwrite,2,4,3,1
00000001E50B9480,7,bufwrite,4,3,4,1
00000001E53970E0,4,bufwrite,2,4,3,2
00000001E53AFFC0,4,bufwrite,4,3,4,2
00000001E6CCE6C0,5,bufwrite,2,4,3,0
00000001E6CE1CC0,5,bufwrite,4,3,4,0
00000001E6F28E20,7,bufwrite,2,4,3,1
00000001E6F42B40,6,bufwrite,4,3,4,1
00000001E720E040,4,bufwrite,2,4,3,2
00000001E7222CE0,4,bufwrite,4,3,4,2
00000001E8B515E0,5,bufwrite,2,4,3,0
00000001E8B64BA0,5,bufwrite,4,3,4,0
00000001E8DA9840,6,bufwrite,2,4,3,1
00000001E8DBED20,7,bufwrite,4,3,4,1
00000001E9091C60,4,bufwrite,2,4,3,2
00000001E90A4D60,4,bufwrite,4,3,4,2
00000001EA9D6460,5,bufwrite,2,4,3,0
00000001EA9E8D60,5,bufwrite,4,3,4,0
00000001EAC2FB00,7,bufwrite,2,4,3,1
00000001EAC43880,6,bufwrite,4,3,4,1
00000001EAF16480,4,bufwrite,2,4,3,2
00000001EAF28E20,4,bufwrite,4,3,4,2
00000001EC859B20,5,bufwrite,2,4,3,0
00000001EC86E020,5,bufwrite,4,3,4,0
00000001ECAB4800,6,bufwrite,2,4,3,1
00000001ECAC8180,7,bufwrite,4,3,4,1
00000001ECD9A6C0,4,bufwrite,2,4,3,2
00000001ECDADCA0,4,bufwrite,4,3,4,2
00000001EE6DDCC0,5,bufwrite,2,4,3,0
00000001EE6EF1E0,5,bufwrite,4,3,4,0
00000001EE938840,7,bufwrite,2,4,3,1
00000001EE949E20,6,bufwrite,4,3,4,1
00000001EEC21760,4,bufwrite,2,4,3,2
00000001EEC34CA0,4,bufwrite,4,3,4,2
00000001F055E180,5,bufwrite,2,4,3,0
00000001F0571740,5,bufwrite,4,3,4,0
00000001F07BD960,6,bufwrite,2,4,3,1
00000001F07D5A20,7,bufwrite,4,3,4,1
00000001F0AA53C0,4,bufwrite,2,4,3,2
00000001F0AB5D80,4,bufwrite,4,3,4,2
00000001F23E7820,5,bufwrite,2,4,3,0
00000001F23FA880,5,bufwrite,4,3,4,0
00000001F2643420,7,bufwrite,2,4,3,1
00000001F265B5C0,6,bufwrite,4,3,4,1
00000001F2929CA0,4,bufwrite,2,4,3,2
00000001F293A1E0,4,bufwrite,4,3,4,2
00000001F426BB40,5,bufwrite,2,4,3,0
00000001F427D900,5,bufwrite,4,3,4,0
00000001F44C6960,6,bufwrite,2,4,3,1
00000001F44DABE0,7,bufwrite,4,3,4,1
00000001F47AE680,4,bufwrite,2,4,3,2
00000001F47C1200,4,bufwrite,4,3,4,2
00000001F60F0400,5,bufwrite,2,4,3,0
00000001F6103180,5,bufwrite,4,3,4,0
00000001F634AA80,7,bufwrite,2,4,3,1
00000001F635D880,6,bufwrite,4,3,4,1
00000001F6633820,4,bufwrite,2,4,3,2
00000001F66481C0,4,bufwrite,4,3,4,2
00000001F7F74540,5,bufwrite,2,4,3,0
00000001F7F86600,5,bufwrite,4,3,4,0
00000001F81CFEA0,6,bufwrite,2,4,3,1
00000001F81E4920,7,bufwrite,4,3,4,1
00000001F84B56C0,4,bufwrite,2,4,3,2
00000001F84C52A0,4,bufwrite,4,3,4,2
00000001F9E03180,5,bufwrite,2,4,3,0
00000001F9E16160,5,bufwrite,4,3,4,0
00000001FA052600,7,bufwrite,2,4,3,1
